petName,enemyId,templateId,initNum,lvupPointSource,lvupPointEffective,baseVital,baseStr,baseTough,baseDex,get,poisonResist,paralysisResist,sleepResist,stoneResist,drunkResist,confusionResist,critical,counter,rare,lvMin,lvMax,enemyExp,hpMin,hpMax,attackMin,attackMax,defenseMin,defenseMax,agilityMin,agilityMax,rawVitalMin,rawVitalMax,rawStrMin,rawStrMax,rawToughMin,rawToughMax,rawDexMin,rawDexMax,growVitalMin,growVitalMax,growStrMin,growStrMax,growToughMin,growToughMax,growDexMin,growDexMax,rank,baseSum,earth,water,fire,wind,skill1,skill2,skill3,skill4,skill5,skill6,skill7,limitLevel,imageId
卡达鲁卡斯,507,81,22,4.5,4,25,23,40,6,5,0,0,0,0,0,0,1,0,0,11,13,-1,102,156,17,29,26,40,2,12,1426,2590,1302,2450,2356,3640,248,1260,112,199,102,189,186,280,19,97,2,94,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100283
卡达鲁卡斯,508,81,22,4.5,4,25,23,40,6,5,0,0,0,0,0,0,1,0,0,14,15,-1,122,173,20,32,31,44,2,14,1702,2886,1554,2730,2812,4056,296,1404,112,199,102,189,186,280,19,97,2,94,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100283
柯伊达,509,82,22,4.5,4,25,21,39,5,5,0,0,0,0,0,0,1,0,0,1,1,-1,35,48,5,8,9,12,0,3,506,814,418,726,814,1122,66,374,112,199,93,178,181,275,14,91,2,90,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,510,82,22,4.5,4,25,21,39,5,5,0,0,0,0,0,0,1,0,0,10,11,-1,93,135,14,24,24,34,1,10,1334,2294,1102,2046,2146,3162,174,1054,112,199,93,178,181,275,14,91,2,90,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,511,82,22,4.5,4,25,21,39,5,5,0,0,0,0,0,0,1,0,0,12,13,-1,106,153,16,28,27,39,1,11,1518,2590,1254,2310,2442,3570,198,1190,112,199,93,178,181,275,14,91,2,90,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100284
柯伊达,512,82,22,4.5,4,25,21,39,5,5,0,0,0,0,0,0,1,0,0,14,15,-1,119,170,18,31,30,43,2,13,1702,2886,1406,2574,2738,3978,222,1326,112,199,93,178,181,275,14,91,2,90,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100284
柯洛加斯,520,83,17,4.5,4,26,24,37,7,5,0,0,0,0,0,0,0,1,0,1,1,-1,28,38,4,7,6,9,0,3,408,646,374,612,595,833,85,323,117,205,107,194,171,264,24,102,2,94,0,40,60,0,1,2,-1,-1,-1,-1,-1,-1,100285
柯洛加斯,521,83,17,4.5,4,26,24,37,7,5,0,0,0,0,0,0,0,1,0,25,28,-1,189,282,32,53,45,68,5,23,2712,4750,2486,4500,3955,6125,565,2375,117,205,107,194,171,264,24,102,2,94,0,40,60,0,1,2,-1,-1,-1,-1,-1,-1,100285
柯洛加斯,522,83,17,4.5,4,26,24,37,7,5,0,0,0,0,0,0,0,1,0,27,30,-1,203,300,34,57,48,72,6,25,2904,5054,2662,4788,4235,6517,605,2527,117,205,107,194,171,264,24,102,2,94,0,40,60,0,1,2,-1,-1,-1,-1,-1,-1,100285
兰贝鲁斯,523,332,21,4.5,4,26,21,21,22,5,0,0,0,0,0,0,1,0,0,1,1,-1,34,46,5,8,5,8,4,7,504,798,399,693,399,693,420,714,117,205,93,178,93,178,98,183,2,90,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100385
兰贝鲁斯,524,332,21,4.5,4,26,21,21,22,5,0,0,0,0,0,0,1,0,0,25,28,-1,191,286,29,50,29,50,23,43,2808,4902,2223,4257,2223,4257,2340,4386,117,205,93,178,93,178,98,183,2,90,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100385
兰贝鲁斯,525,332,21,4.5,4,26,21,21,22,5,0,0,0,0,0,0,1,0,0,27,30,-1,205,304,31,53,31,53,25,46,3000,5206,2375,4521,2375,4521,2500,4658,117,205,93,178,93,178,98,183,2,90,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100385
贝洛宝利,530,44,22,4.5,4,29,16,30,15,5,0,0,0,0,0,30,0,0,0,1,1,-1,38,50,4,7,7,10,2,5,594,902,308,616,616,924,286,594,132,221,68,151,137,226,63,145,2,90,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100270
贝洛宝利,531,44,22,4.5,4,29,16,30,15,5,0,0,0,0,0,30,0,0,0,30,31,-1,238,328,28,49,45,67,17,38,3726,5822,1932,3976,3864,5964,1794,3834,132,221,68,151,137,226,63,145,2,90,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100270
贝洛宝利,532,44,22,4.5,4,29,16,30,15,5,0,0,0,0,0,30,0,0,0,32,33,-1,252,346,30,52,48,71,18,40,3942,6150,2044,4200,4088,6300,1898,4050,132,221,68,151,137,226,63,145,2,90,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100270
贝洛宝利,533,44,22,4.5,4,29,16,30,15,5,0,0,0,0,0,30,0,0,0,34,35,-1,266,364,31,55,51,75,20,42,4158,6478,2156,4424,4312,6636,2002,4266,132,221,68,151,137,226,63,145,2,90,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100270
多洛加,534,174,21,4.5,4,25,26,25,16,5,0,0,0,0,0,20,0,5,0,1,1,-1,34,46,6,9,6,9,2,5,483,777,504,798,483,777,294,588,112,199,117,205,112,199,68,151,2,92,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,535,174,21,4.5,4,25,26,25,16,5,0,0,0,0,0,20,0,5,0,30,31,-1,223,311,40,62,39,61,19,39,3151,5217,3288,5358,3151,5217,1918,3948,112,199,117,205,112,199,68,151,2,92,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,536,174,21,4.5,4,25,26,25,16,5,0,0,0,0,0,20,0,5,0,32,33,-1,236,329,43,66,41,64,20,41,3335,5513,3480,5662,3335,5513,2030,4172,112,199,117,205,112,199,68,151,2,92,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100322
多洛加,537,174,21,4.5,4,25,26,25,16,5,0,0,0,0,0,20,0,5,0,34,35,-1,249,346,45,69,44,68,21,43,3519,5809,3672,5966,3519,5809,2142,4396,112,199,117,205,112,199,68,151,2,92,0,30,70,0,1,2,90,-1,-1,-1,-1,-1,100322
邦洛洛克斯,540,331,22,4.5,4,24,19,24,18,7,0,0,0,0,0,0,1,0,0,25,26,-1,180,257,26,45,32,50,18,36,2596,4392,2006,3782,2596,4392,1888,3660,112,201,86,173,112,201,81,168,3,85,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100384
邦洛洛克斯,541,331,22,4.5,4,24,19,24,18,7,0,0,0,0,0,0,1,0,0,27,28,-1,192,274,28,48,34,54,20,39,2772,4680,2142,4030,2772,4680,2016,3900,112,201,86,173,112,201,81,168,3,85,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100384
兰贝鲁斯,542,332,21,4.5,4,26,21,21,22,5,0,0,0,0,0,0,1,0,0,26,27,-1,198,277,30,49,30,49,24,42,2904,4750,2299,4125,2299,4125,2420,4250,117,205,93,178,93,178,98,183,2,90,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100385
兰贝鲁斯,543,332,21,4.5,4,26,21,21,22,5,0,0,0,0,0,0,1,0,0,28,29,-1,211,295,31,52,31,52,25,45,3096,5054,2451,4389,2451,4389,2580,4522,117,205,93,178,93,178,98,183,2,90,0,70,30,0,1,2,-1,-1,-1,-1,-1,-1,100385
可利多洛斯,544,333,19,4.5,4,24,20,22,20,7,0,0,0,0,0,0,1,0,0,27,28,-1,189,269,29,48,31,50,22,40,2706,4572,2214,4064,2460,4318,2214,4064,112,201,91,179,102,190,91,179,3,86,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100386
可利多洛斯,545,333,19,4.5,4,24,20,22,20,7,0,0,0,0,0,0,1,0,0,29,30,-1,201,286,30,51,33,53,23,43,2882,4860,2358,4320,2620,4590,2358,4320,112,201,91,179,102,190,91,179,3,86,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100386
尼可斯,723,62,18,4.5,4,24,20,20,17,9,0,0,0,0,0,0,0,3,0,10,12,-1,80,128,12,23,12,23,8,17,1188,2232,972,1984,972,1984,810,1798,116,208,95,185,95,185,79,168,4,81,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100276
尼可斯,724,62,18,4.5,4,24,20,20,17,9,0,0,0,0,0,0,0,3,0,12,14,-1,92,144,14,26,14,26,9,20,1364,2520,1116,2240,1116,2240,930,2030,116,208,95,185,95,185,79,168,4,81,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100276
尼可斯,725,62,18,4.5,4,24,20,20,17,9,0,0,0,0,0,0,0,3,0,14,16,-1,104,161,16,29,16,29,10,22,1540,2808,1260,2496,1260,2496,1050,2262,116,208,95,185,95,185,79,168,4,81,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100276
贝洛宝克尔,726,43,23,4.5,4,30,13,31,14,7,0,0,0,30,0,0,0,0,0,1,1,-1,40,53,4,7,7,11,2,5,644,966,253,575,667,989,276,598,142,235,56,140,147,240,61,145,3,88,30,70,0,0,1,2,80,-1,-1,-1,-1,-1,100269
贝洛宝克尔,727,43,23,4.5,4,30,13,31,14,7,0,0,0,30,0,0,0,0,0,13,15,-1,123,183,12,25,24,38,8,20,1988,3318,781,1975,2059,3397,852,2054,142,235,56,140,147,240,61,145,3,88,30,70,0,0,1,2,80,-1,-1,-1,-1,-1,100269
贝洛宝克尔,728,43,23,4.5,4,30,13,31,14,7,0,0,0,30,0,0,0,0,0,15,17,-1,137,201,14,28,26,42,9,22,2212,3654,869,2175,2291,3741,948,2262,142,235,56,140,147,240,61,145,3,88,30,70,0,0,1,2,80,-1,-1,-1,-1,-1,100269
贝洛宝克尔,729,43,23,4.5,4,30,13,31,14,7,0,0,0,30,0,0,0,0,0,17,19,-1,151,220,15,30,29,46,10,24,2436,3990,957,2375,2523,4085,1044,2470,142,235,56,140,147,240,61,145,3,88,30,70,0,0,1,2,80,-1,-1,-1,-1,-1,100269
邦恩吉,731,224,16,4.5,4,28,26,15,14,9,0,0,0,0,20,0,5,0,0,15,25,-1,117,247,20,48,13,37,8,29,1872,4480,1728,4256,936,3024,864,2912,137,232,127,220,68,156,63,150,4,83,20,80,0,0,1,100,-1,-1,-1,-1,-1,-1,100342
格鲁西斯,973,193,21,4.5,4,20,30,13,28,5,0,0,0,0,0,0,3,3,0,1,1,-1,30,43,6,9,3,6,5,8,378,672,588,882,231,525,546,840,88,172,137,226,53,135,127,216,2,91,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,974,193,21,4.5,4,20,30,13,28,5,0,0,0,0,0,0,3,3,0,40,42,-1,260,379,57,87,30,59,46,74,3186,5920,4956,7770,1947,4625,4602,7400,88,172,137,226,53,135,127,216,2,91,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100329
格鲁西斯,975,193,21,4.5,4,20,30,13,28,5,0,0,0,0,0,0,3,3,0,41,43,-1,266,387,59,89,31,60,47,75,3258,6048,5068,7938,1991,4725,4706,7560,88,172,137,226,53,135,127,216,2,91,0,0,80,20,1,2,-1,-1,-1,-1,-1,-1,100329
格尔顿,976,141,28,4.5,4,28,28,26,18,1,0,0,0,0,0,0,5,0,0,1,1,-1,50,66,9,13,8,12,4,8,728,1120,728,1120,672,1064,448,840,117,200,117,200,108,190,72,150,0,100,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,977,141,28,4.5,4,28,28,26,18,1,0,0,0,0,0,0,5,0,0,40,42,-1,331,456,59,89,56,86,29,57,4784,7680,4784,7680,4416,7296,2944,5760,117,200,117,200,108,190,72,150,0,100,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100307
格尔顿,978,141,28,4.5,4,28,28,26,18,1,0,0,0,0,0,0,5,0,0,41,43,-1,338,466,60,91,57,88,30,58,4888,7840,4888,7840,4512,7448,3008,5880,117,200,117,200,108,190,72,150,0,100,100,0,0,0,1,2,-1,-1,-1,-1,-1,-1,100307
邦浦洛斯,979,93,27,4.5,4,25,37,15,21,3,0,0,0,0,0,0,5,0,0,1,1,-1,45,61,10,14,5,9,5,8,621,999,945,1323,351,729,513,891,108,192,164,254,61,140,89,171,1,98,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,100289
邦浦洛斯,980,93,27,4.5,4,25,37,15,21,3,0,0,0,0,0,0,5,0,0,43,45,-1,329,460,78,110,39,70,37,66,4485,7511,6825,9947,2535,5481,3705,6699,108,192,164,254,61,140,89,171,1,98,0,0,50,50,1,2,-1,-1,-1,-1,-1,-1,100289
布鲁顿,981,95,25,4.5,4,25,35,14,24,3,0,0,0,0,0,0,5,0,0,1,1,-1,42,56,9,13,4,8,5,9,575,925,825,1175,300,650,550,900,108,192,155,244,56,135,103,187,1,98,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,100394
布鲁顿,982,95,25,4.5,4,25,35,14,24,3,0,0,0,0,0,0,5,0,0,43,45,-1,326,456,73,105,37,67,42,72,4439,7437,6369,9447,2316,5226,4246,7236,108,192,155,244,56,135,103,187,1,98,0,0,20,80,1,2,-1,-1,-1,-1,-1,-1,100394
扬奇洛斯,983,92,29,4.5,4,27,36,16,20,3,0,0,0,0,0,0,5,0,0,1,1,-1,51,67,11,15,6,10,5,9,725,1131,986,1392,406,812,522,928,117,202,159,249,65,145,84,166,1,99,0,30,70,0,1,2,-1,-1,-1,-1,-1,-1,100288
扬奇洛斯,984,92,29,4.5,4,27,36,16,20,3,0,0,0,0,0,0,5,0,0,44,46,-1,353,489,78,112,42,74,36,66,5025,8151,6834,10032,2814,5852,3618,6688,117,202,159,249,65,145,84,166,1,99,0,30,70,0,1,2,-1,-1,-1,-1,-1,-1,100288
邦奇诺,985,94,26,4.5,4,24,38,16,20,3,0,0,0,0,0,0,5,0,0,1,1,-1,43,58,10,14,5,9,4,8,572,936,936,1300,364,728,468,832,103,187,169,260,65,145,84,166,1,98,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100290
邦奇诺,986,94,26,4.5,4,24,38,16,20,3,0,0,0,0,0,0,5,0,0,44,46,-1,328,461,81,114,41,73,35,65,4356,7416,7128,10300,2772,5768,3564,6592,103,187,169,260,65,145,84,166,1,98,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100290
玛摩那斯,987,263,26,4.5,4,51,25,12,10,3,0,0,0,0,0,0,5,0,0,1,1,-1,64,79,7,11,4,8,2,5,1274,1638,598,962,260,624,208,572,230,327,108,192,47,124,37,114,1,98,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100357
玛摩那斯,988,263,26,4.5,4,51,25,12,10,3,0,0,0,0,0,0,5,0,0,48,50,-1,528,677,63,98,38,72,17,48,10486,13986,4922,8214,2140,5328,1712,4884,230,327,108,192,47,124,37,114,1,98,70,30,0,0,1,2,-1,-1,-1,-1,-1,-1,100357
玛恩摩洛斯,989,264,25,4.5,4,51,26,12,11,1,0,0,0,0,0,0,5,0,0,1,1,-1,62,76,7,11,4,8,2,5,1225,1575,600,950,250,600,225,575,220,315,108,190,45,120,40,115,0,100,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,100358
玛恩摩洛斯,990,264,25,4.5,4,51,26,12,11,1,0,0,0,0,0,0,5,0,0,48,50,-1,530,678,65,100,38,72,19,50,10437,13923,5112,8398,2130,5304,1917,5083,220,315,108,190,45,120,40,115,0,100,0,50,50,0,1,2,-1,-1,-1,-1,-1,-1,100358
奇拉顿,991,142,23,4.5,4,28,27,23,19,3,0,0,0,0,0,0,5,0,0,1,1,-1,40,54,7,10,6,9,3,7,598,920,575,897,483,805,391,713,122,208,117,202,98,182,79,161,1,97,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100308
奇拉顿,992,142,23,4.5,4,28,27,23,19,3,0,0,0,0,0,0,5,0,0,40,42,-1,316,439,55,85,49,78,30,57,4654,7480,4475,7293,3759,6545,3043,5797,122,208,117,202,98,182,79,161,1,97,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100308
奇拉顿,993,142,23,4.5,4,28,27,23,19,3,0,0,0,0,0,0,5,0,0,43,45,-1,338,467,59,90,52,83,32,61,4966,7960,4775,7761,4011,6965,3247,6169,122,208,117,202,98,182,79,161,1,97,80,20,0,0,1,2,-1,-1,-1,-1,-1,-1,100308
格尔格,994,144,27,4.5,4,25,30,20,21,3,0,0,0,0,0,0,5,0,0,1,1,-1,45,60,9,12,6,10,5,8,621,999,756,1134,486,864,513,891,108,192,131,218,84,166,89,171,1,96,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,995,144,27,4.5,4,25,30,20,21,3,0,0,0,0,0,0,5,0,0,40,42,-1,305,429,61,91,44,74,34,63,4209,7067,5124,8022,3294,6112,3477,6303,108,192,131,218,84,166,89,171,1,96,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,100310
格尔格,996,144,27,4.5,4,25,30,20,21,3,0,0,0,0,0,0,5,0,0,43,45,-1,325,456,65,97,47,79,37,66,4485,7511,5460,8526,3510,6496,3705,6699,108,192,131,218,84,166,89,171,1,96,0,0,90,10,1,2,-1,-1,-1,-1,-1,-1,100310
拉奇鲁哥,997,71,23,4.5,4,22,26,20,26,5,0,0,0,0,0,0,0,3,0,1,1,-1,35,49,6,10,5,8,5,8,460,782,552,874,414,736,552,874,98,183,117,205,88,172,117,205,2,94,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100279
拉奇鲁哥,998,71,23,4.5,4,22,26,20,26,5,0,0,0,0,0,0,0,3,0,41,43,-1,285,408,53,84,44,73,43,72,3660,6494,4392,7258,3294,6112,4392,7258,98,183,117,205,88,172,117,205,2,94,0,0,100,0,1,2,-1,-1,-1,-1,-1,-1,100279
多萨金格,999,73,19,4.5,4,23,24,23,25,3,0,0,0,0,0,0,0,3,0,1,1,-1,30,41,5,8,5,7,4,7,399,665,418,684,399,665,437,703,98,182,103,187,98,182,108,192,1,95,60,0,0,40,1,2,40,-1,-1,-1,-1,-1,100281
多萨金格,1000,73,19,4.5,4,23,24,23,25,3,0,0,0,0,0,0,0,3,0,41,43,-1,286,407,49,79,48,77,41,69,3759,6545,3938,6732,3759,6545,4117,6919,98,182,103,187,98,182,108,192,1,95,60,0,0,40,1,2,40,-1,-1,-1,-1,-1,100281
克邦凯斯,1005,221,18,4.5,4,27,27,16,14,9,0,0,0,0,0,0,5,0,0,35,38,-1,247,363,46,73,30,57,18,43,3850,6474,3850,6474,2156,4648,1848,4316,132,226,132,226,74,162,63,150,4,84,40,60,0,0,1,-1,-1,-1,-1,-1,-1,-1,100339
加克拉,1006,222,22,4.5,4,26,30,14,16,7,0,0,0,0,0,0,5,0,0,35,38,-1,252,370,51,80,29,55,22,47,3792,6460,4424,7140,1896,4420,2212,4760,122,212,142,235,61,145,71,156,3,86,0,50,50,0,1,-1,-1,-1,-1,-1,-1,-1,100340
加格,1007,223,23,4.5,4,30,27,13,16,7,0,0,0,0,0,0,5,0,0,35,38,-1,273,393,47,76,27,54,22,47,4452,7182,3975,6669,1749,4275,2226,4788,142,235,127,218,56,140,71,156,3,86,0,100,0,0,1,50,-1,-1,-1,-1,-1,-1,100341
邦恩吉,1008,224,16,4.5,4,28,26,15,14,9,0,0,0,0,20,0,5,0,0,35,38,-1,247,362,44,71,29,55,18,42,3952,6560,3648,6232,1976,4428,1824,4264,137,232,127,220,68,156,63,150,4,83,20,80,0,0,1,100,-1,-1,-1,-1,-1,-1,100342
姆伊,1009,242,20,4.5,4,36,19,22,10,5,0,0,0,0,0,0,0,0,0,1,1,-1,38,49,4,7,5,8,1,4,680,960,340,620,400,680,160,440,173,268,86,173,102,190,40,123,3,87,0,100,0,0,1,2,110,-1,-1,-1,-1,-1,100348
姆伊,1010,242,20,4.5,4,36,19,22,10,5,0,0,0,0,0,0,0,0,0,38,40,-1,320,438,39,66,43,71,13,38,5712,8448,2856,5456,3360,5984,1344,3872,173,268,86,173,102,190,40,123,3,87,0,100,0,0,1,2,110,-1,-1,-1,-1,-1,100348
海主人,1011,243,21,4.5,4,34,19,26,9,7,0,0,0,0,0,0,0,0,0,38,40,-1,314,431,39,67,50,78,11,37,5408,8142,2873,5487,4056,6726,1183,3717,163,257,86,173,122,212,35,117,3,88,20,80,0,0,1,2,110,-1,-1,-1,-1,-1,100349
布比,1016,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,50,52,-1,447,591,51,85,43,77,21,52,8440,11826,3798,7008,2954,6132,2110,5256,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,1017,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,52,54,-1,464,612,53,88,45,80,21,54,8760,12258,3942,7264,3066,6356,2190,5448,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布比,1018,11,15,4.5,4,42,20,16,12,5,0,0,0,0,0,0,2,0,0,54,56,-1,481,634,55,91,47,82,22,56,9080,12690,4086,7520,3178,6580,2270,5640,196,291,88,172,68,151,49,129,2,90,80,20,0,0,1,-1,-1,-1,-1,-1,-1,-1,100254
布伊,1019,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,51,53,-1,492,644,56,92,46,81,24,57,9324,12880,4218,7590,3108,6440,2442,5750,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,1020,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,53,55,-1,510,666,58,95,48,84,25,59,9660,13328,4370,7854,3220,6664,2530,5950,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊,1021,13,22,4.5,4,44,21,16,13,5,0,0,0,0,0,0,2,0,0,55,57,-1,528,688,61,98,50,87,26,61,9996,13776,4522,8118,3332,6888,2618,6150,205,302,93,178,68,151,53,135,2,94,60,40,0,0,1,-1,-1,-1,-1,-1,-1,-1,100256
布伊比,1022,14,16,4.5,4,32,26,15,18,5,0,0,0,0,0,0,2,0,0,52,54,-1,402,549,65,100,43,77,35,68,6600,10032,5280,8664,2860,6156,3520,6840,147,237,117,205,63,145,78,162,2,91,0,40,60,0,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,1023,14,16,4.5,4,32,26,15,18,5,0,0,0,0,0,0,2,0,0,54,56,-1,417,568,67,104,44,80,36,70,6840,10384,5472,8968,2964,6372,3648,7080,147,237,117,205,63,145,78,162,2,91,0,40,60,0,1,3,-1,-1,-1,-1,-1,-1,100257
布伊比,1024,14,16,4.5,4,32,26,15,18,5,0,0,0,0,0,0,2,0,0,56,58,-1,431,588,69,107,46,83,37,73,7080,10736,5664,9272,3068,6588,3776,7320,147,237,117,205,63,145,78,162,2,91,0,40,60,0,1,3,-1,-1,-1,-1,-1,-1,100257
尼可斯,1025,62,18,4.5,4,24,20,20,17,9,0,0,0,0,0,0,0,3,0,45,48,-1,289,426,45,77,45,77,29,59,4268,7416,3492,6592,3492,6592,2910,5974,116,208,95,185,95,185,79,168,4,81,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100276
尼可斯,1026,62,18,4.5,4,24,20,20,17,9,0,0,0,0,0,0,0,3,0,47,50,-1,300,442,46,80,46,80,30,62,4444,7704,3636,6848,3636,6848,3030,6206,116,208,95,185,95,185,79,168,4,81,40,60,0,0,1,2,-1,-1,-1,-1,-1,-1,100276
特洛昆,1027,63,17,4.5,4,23,21,23,17,9,0,0,0,0,0,0,0,3,0,45,48,-1,287,424,47,79,50,83,28,59,4053,7175,3667,6765,4053,7175,2895,5945,111,203,100,191,111,203,79,168,4,84,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100277
特洛昆,1028,63,17,4.5,4,23,21,23,17,9,0,0,0,0,0,0,0,3,0,47,50,-1,299,440,49,82,52,86,30,61,4221,7455,3819,7029,4221,7455,3015,6177,111,203,100,191,111,203,79,168,4,84,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100277
达克尔,1029,64,18,4.5,4,24,22,21,18,7,0,0,0,0,0,0,0,3,0,45,48,-1,296,434,49,82,47,80,31,61,4268,7416,3880,7004,3686,6798,3104,6180,112,201,102,190,96,184,81,168,3,85,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100278
达克尔,1030,64,18,4.5,4,24,22,21,18,7,0,0,0,0,0,0,0,3,0,47,50,-1,309,451,51,85,49,83,32,64,4444,7704,4040,7276,3838,7062,3232,6420,112,201,102,190,96,184,81,168,3,85,0,80,20,0,1,2,-1,-1,-1,-1,-1,-1,100278
奇卡宝斯,1035,233,25,4.5,4,28,33,28,14,1,20,0,0,0,0,0,5,0,0,1,1,-1,45,60,9,12,8,11,3,6,650,1000,775,1125,650,1000,300,650,117,200,139,225,117,200,54,130,0,103,0,0,30,70,1,2,61,-1,-1,-1,-1,-1,100345
奇卡宝斯,1036,233,25,4.5,4,28,33,28,14,1,20,0,0,0,0,0,5,0,0,60,63,-1,477,657,97,141,85,129,31,70,6786,10920,8091,12285,6786,10920,3132,7098,117,200,139,225,117,200,54,130,0,103,0,0,30,70,1,2,61,-1,-1,-1,-1,-1,100345
奥卡洛斯,1037,301,25,4.5,4,26,29,28,20,1,0,0,0,0,0,0,5,5,0,1,1,-1,44,58,8,11,8,11,4,8,600,950,675,1025,650,1000,450,800,108,190,121,205,117,200,81,160,0,103,60,40,0,0,1,2,40,-1,-1,-1,-1,-1,100371
奥卡洛斯,1038,301,25,4.5,4,26,29,28,20,1,0,0,0,0,0,0,5,5,0,60,63,-1,461,641,87,130,84,128,46,87,6264,10374,7047,11193,6786,10920,4698,8736,108,190,121,205,117,200,81,160,0,103,60,40,0,0,1,2,40,-1,-1,-1,-1,-1,100371
卡克尔,1039,181,18,4.5,4,20,21,21,24,7,0,0,0,0,0,0,0,1,0,50,53,-1,303,452,52,87,52,87,47,81,3852,7232,4066,7458,4066,7458,4708,8136,91,179,96,184,96,184,112,201,3,86,30,70,0,0,1,2,-1,-1,-1,-1,-1,-1,100323
卡克尔,1040,181,18,4.5,4,20,21,21,24,7,0,0,0,0,0,0,0,1,0,53,55,-1,320,467,54,90,54,90,49,84,4068,7488,4294,7722,4294,7722,4972,8424,91,179,96,184,96,184,112,201,3,86,30,70,0,0,1,2,-1,-1,-1,-1,-1,-1,100323
卡拉卡利,1041,184,17,4.5,4,15,23,23,26,7,0,0,0,0,0,0,0,1,0,50,53,-1,272,418,55,91,55,91,51,85,2769,6075,4473,7875,4473,7875,5112,8550,66,151,107,196,107,196,122,212,3,87,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100326
卡拉卡利,1042,184,17,4.5,4,15,23,23,26,7,0,0,0,0,0,0,0,1,0,53,55,-1,288,433,58,94,58,94,54,88,2925,6291,4725,8155,4725,8155,5400,8854,66,151,107,196,107,196,122,212,3,87,70,0,0,30,1,2,-1,-1,-1,-1,-1,-1,100326
玛恩摩,1052,261,27,4.5,4,50,25,15,8,3,0,0,0,0,0,0,5,0,0,1,1,-1,65,81,8,11,5,9,1,5,1296,1674,621,999,351,729,162,540,225,322,108,192,61,140,28,104,1,98,90,10,0,0,1,2,-1,-1,-1,-1,-1,-1,100355
